accession_number,company_cik,owner_key,percent_of_class,control_class,pct_verified,pct_source
0000935390-99-000001,0000069422,0000935390,48.4,stake,True,row13
0000807249-19-000125,0000069488,0000807249,19.34,stake,True,aggregate_prose
0000930413-01-500597,0000069633,0001141025,5.2,stake,True,row13
0001104659-20-139751,0000069633,0001254037,20.0,stake,True,row13
0000807249-09-000508,0000069733,0000807249,10.05,stake,True,aggregate_prose
0000921895-00-000467,0000069733,0000915653,5.0,stake,True,row13
0000921895-11-001201,0000069733,0001452857,8.8,stake,True,row13
0000921895-15-002037,0000069733,0001181955,6.4,stake,True,row13
0000950123-00-003142,0000069733,0001110695,6.0,stake,True,row13
0001047469-98-036887,0000069733,0001047907,5.3,stake,True,row13
0001053471-98-000002,0000069733,0001053471,22.3,stake,True,row13
0000807249-19-000098,0000070145,0000807249,6.62,stake,True,aggregate_prose
0001140361-16-047979,0000070318,0001138995,18.73,stake,True,row13
0000897069-13-000283,0000070487,0001579075,27.8,stake,True,row13
0000897069-18-000070,0000070487,0001729470,53.2,control,True,row13
0000897069-18-000267,0000070487,0001579448,23.4,stake,True,row13
0001008886-21-000032,0000070487,0001847052,18.8,stake,True,row13
0001193125-19-252361,0000070866,0001404073,,unknown,False,
0000807249-15-000140,0000071557,0000807249,5.02,stake,True,aggregate_prose
0001067621-05-000011,0000071557,0001067621,5.18,stake,True,row13
0001418812-22-000049,0000071691,0001418812,6.7,stake,True,row13
0000921895-22-000398,0000071829,0001380585,,unknown,False,rejected_below_13d_threshold
0000059255-15-000115,0000072162,0000024240,82.9,control,True,row13
0000059255-94-000021,0000072162,0000059255,67.7,control,True,row13
0000059255-95-000014,0000072162,0000072162,71.0,control,True,row13
0000807249-04-000222,0000072205,0000807249,5.83,stake,True,aggregate_prose
0000897069-14-000461,0000072205,0001187626,10.36,stake,True,row13
0001140361-15-003018,0000072205,0001313989,,unknown,False,
0001140361-15-003019,0000072205,0000922859,46.3,stake,True,row13
0000807249-12-000301,0000072444,0000807249,5.01,stake,True,aggregate_prose
0000919574-11-004954,0000072444,0001404574,5.4,stake,True,row13
0000919574-19-006124,0000072444,0001601086,62.6,control,True,row13
0000921895-12-001467,0000072444,0001486623,6.9,stake,True,row13
0000921895-17-002976,0000072444,0000707388,,unknown,False,rejected_below_13d_threshold
0000929638-18-000310,0000072444,0001599356,39.4,stake,True,row13
0001019056-17-000595,0000072444,0001322318,5.01,stake,True,row13
0001104659-17-040227,0000072444,0001426610,7.9,stake,True,row13
0001521536-12-001019,0000072444,0001540145,7.6,stake,True,row13
0001007000-97-000001,0000073290,0001007000,8.6,stake,True,row13
0001019687-00-000736,0000073290,0001109439,11.1,stake,True,row13
0001038838-06-000506,0000073290,0001144784,6.8,stake,True,row13
0001069306-98-000004,0000073290,0001069306,11.7,stake,True,row13
0001104659-20-029199,0000073290,0001726497,5.46,stake,True,row13
0000807249-19-000092,0000074046,0000807249,15.4,stake,True,aggregate_prose
0000942618-05-000011,0000074046,0000942618,5.02,stake,True,aggregate_total
0000914121-20-000726,0000074303,0001582090,9.5,stake,True,row13
0001193125-25-282986,0000075252,0001409751,,unknown,False,
0000807249-21-000052,0000076267,0000807249,,unknown,False,rejected_below_13d_threshold
0000918362-04-000004,0000076267,0000918362,7.6,stake,True,row13
0001193805-20-000424,0000076267,0001444376,6.2,stake,True,row13
0001437749-19-024419,0000076267,0001253588,5.7,stake,True,row13
0000076282-24-000141,0000076282,0000076282,8.3,stake,True,row13
0000807249-13-000361,0000076282,0000807249,12.55,stake,True,aggregate_prose
0001193125-21-179956,0000076282,0000935861,7.48,stake,True,row13
0001345471-15-000045,0000077360,0001345471,8.79,stake,True,row13
0001562762-20-000221,0000077543,0000906134,6.0,stake,True,row13
0001104659-20-037421,0000078128,0001283718,8.8,stake,True,row13
0000905148-15-000508,0000078150,0000919295,8.0,stake,True,row13
0000950172-06-000085,0000078150,0000769594,14.0,stake,True,row13
0001193125-07-144930,0000078150,0001166141,15.5,stake,True,row13
0001193125-14-391058,0000078150,0000800344,25.6,stake,True,row13
0001019056-19-000153,0000078749,0001385702,9.5,stake,True,row13
0001104659-17-066041,0000078749,0001103882,7.58,stake,True,row13
0001571049-14-004847,0000078749,0001312548,5.2,stake,True,row13
0001193805-22-001587,0000078814,0001456565,,unknown,False,rejected_below_13d_threshold
0000086759-98-000007,0000079661,0000086759,66.8,control,True,row13
0001493152-21-005771,0000079661,0000935390,73.8,control,True,row13
0001144204-13-012559,0000080035,0001451655,17.3,stake,True,row13
0001193125-22-010020,0000080035,0001690613,12.33,stake,True,row13
0001193125-22-246403,0000080035,0001257493,25.31,stake,True,row13
0001193125-22-246404,0000080035,0001160545,31.74,stake,True,row13
0001193125-22-246408,0000080035,0001906006,12.23,stake,True,row13
0000807249-02-000118,0000080172,0000807249,5.31,stake,True,aggregate_prose
0000950135-99-004379,0000080172,0001049640,5.1,stake,True,llm
0001493152-25-026280,0000080172,0001982492,5.07,stake,True,llm
0001104659-24-023655,0000080420,0001219199,20.5,stake,True,row13
0001144204-19-038899,0000081362,0001783455,22.5,stake,True,row13
0000905718-18-000574,0000081955,0001743282,23.0,stake,True,row13
0000941157-97-000010,0000081955,0001032435,12.7,stake,True,row13
0000941157-97-000013,0000081955,0001034049,9.26,stake,True,row13
0001091818-14-000097,0000081955,0001602116,11.6,stake,True,row13
0001493152-19-017771,0000081955,0001793591,57.0,control,True,row13
0000950123-96-007625,0000082020,0000906055,50.0,control,True,row13
0001213900-24-046071,0000082020,0002022891,61.84,control,True,row13
0000922140-95-000013,0000082473,0001001804,7.76,stake,True,llm
0000950152-96-006890,0000082473,0001029180,15.48,stake,True,llm
0000950152-96-006892,0000082473,0001028995,,unknown,False,rejected_below_13d_threshold
0000950152-98-001059,0000082473,0001055365,45.8,stake,True,row13
0000950152-98-001060,0000082473,0001055366,45.8,stake,True,row13
0001164073-04-000028,0000084112,0001164073,5.0,stake,True,aggregate_prose
0001193805-23-000094,0000084748,0001517137,6.5,stake,True,row13
0001171200-20-000471,0000084839,0000940098,,unknown,False,
0001171200-20-000535,0000084839,0001005788,,unknown,False,
0001214659-22-006766,0000085961,0001525362,9.9,stake,True,row13
0000921895-18-000300,0000086115,0001575444,5.1,stake,True,row13
0000921895-20-003245,0000086115,0001575443,,unknown,False,rejected_below_13d_threshold
0000891092-01-500554,0000087050,0000936979,8.54,stake,True,aggregate_total
0000905383-99-000006,0000087050,0000905383,21.1,stake,True,row13
0001144204-05-003807,0000087050,0001237361,6.7,stake,True,row13
0001169232-03-000328,0000087050,0001019432,7.6,stake,True,aggregate_prose
0001213900-17-008937,0000087050,0001714967,5.97,stake,True,row13
0001213900-19-011247,0000087050,0001714965,18.5,stake,True,row13
0001140361-21-021846,0000087802,0000936979,,unknown,False,rejected_below_13d_threshold
0001195566-02-000002,0000087802,0001195566,6.4,stake,True,row13
0001195569-02-000001,0000087802,0001195569,6.5,stake,True,row13
0001267216-11-000002,0000087802,0001267216,5.6,stake,True,row13
0001437749-17-004185,0000087802,0000939673,,unknown,False,rejected_below_13d_threshold
0001615774-17-003815,0000087802,0001270264,8.24,stake,True,row13
0001654954-20-007122,0000087802,0001557341,14.41,stake,True,row13
0001772351-23-000005,0000087802,0001772351,13.56,stake,True,row13
0001781002-23-000049,0000087802,0001781002,22.61,stake,True,row13
0001013594-19-000220,0000088000,0001484190,11.7,stake,True,row13
0001104659-19-064332,0000088000,0001655289,5.7,stake,True,row13
0001144204-18-060038,0000088000,0001739928,6.0,stake,True,row13
0001162044-13-000963,0000088000,0001014424,5.0,stake,True,row13
0001162893-13-000006,0000088000,0001162893,6.5,stake,True,row13
0001193125-06-082333,0000088000,0001314801,5.2,stake,True,row13
0001409095-13-000006,0000088000,0001409095,5.0,stake,True,row13
0001477932-12-005016,0000088000,0001564979,66.0,control,True,row13
0001961261-23-000001,0000088000,0001961261,5.1,stake,True,prose
0002033370-24-000001,0000088000,0002033370,96.5,control,True,prose
0001104659-20-087333,0000088121,0001819020,40.1,stake,True,row13
0001238290-06-000001,0000088121,0001238290,70.9,control,True,row13
0000891836-96-000069,0000088948,0000935786,11.0,stake,True,row13
0000950152-03-005940,0000088948,0000101063,20.2,stake,True,row13
0001188112-06-002546,0000088948,0000898242,13.09,stake,True,row13
0000807249-13-000095,0000089439,0000807249,10.17,stake,True,aggregate_prose
0000950152-97-000415,0000090168,0001031486,38.3,stake,True,llm
0001062993-08-005271,0000090168,0001451687,12.2,stake,True,row13
0000893750-18-000022,0000090896,0001365890,,unknown,False,
0000895345-18-000162,0000090896,0001309111,24.7,stake,True,row13
0001193125-18-011334,0000090896,0001728066,17.8,stake,True,row13
0001193125-18-189517,0000090896,0001385702,7.1,stake,True,row13
0001193125-19-049949,0000091142,0001462486,16.0,stake,True,row13
0000950142-07-001180,0000091388,0000929607,7.62,stake,True,row13
0001521536-13-000545,0000091388,0001517137,,unknown,False,rejected_below_13d_threshold
0000904454-15-000226,0000091419,0001638480,,unknown,False,
0001104659-15-025579,0000091419,0001418643,,unknown,False,rejected_below_13d_threshold
0001104659-15-025583,0000091419,0001637868,,unknown,False,rejected_below_13d_threshold
0001104659-15-025586,0000091419,0001637987,,unknown,False,rejected_below_13d_threshold
0001104659-15-025589,0000091419,0001432741,,unknown,False,
0000950157-25-000042,0000091576,0000009631,14.9,stake,True,llm
0000897069-13-000388,0000091668,0001478067,7.4,stake,True,row13
0000950131-98-003527,0000091668,0000902103,15.0,stake,True,row13
0000950136-01-502113,0000091668,0001125848,20.7,stake,True,row13
0001019687-08-005298,0000091668,0001350452,12.6,stake,True,llm
0001062993-16-007205,0000091668,0001491567,5.0,stake,True,row13
0001144204-14-047676,0000091668,0001616134,5.13,stake,True,row13
0001162044-13-000268,0000091668,0001446114,5.07,stake,True,row13
0001171520-14-000757,0000091668,0001611262,,unknown,False,rejected_below_13d_threshold
0001213900-16-016285,0000091668,0000904311,,unknown,False,
0001398344-15-004673,0000091668,0001648859,5.7,stake,True,row13
0001559908-12-000003,0000091668,0001559908,6.6,stake,True,row13
0000950172-02-000100,0000092103,0001048162,8.1,stake,True,row13
0000950149-95-000369,0000092108,0000101679,75.0,control,True,prose
0000902664-24-004970,0000092380,0001791786,7.0,stake,True,row13
0001078782-16-004018,0000093314,0001577872,5.6,stake,True,row13
0001078782-16-004019,0000093314,0001579377,,unknown,False,rejected_below_13d_threshold
0001078782-16-004020,0000093314,0001340610,7.2,stake,True,row13
0001078782-19-000620,0000093314,0001761462,29.3,stake,True,row13
0001078782-19-000622,0000093314,0001762625,29.3,stake,True,row13
0000807249-24-000095,0000093389,0000807249,5.22,stake,True,aggregate_prose
0000902664-16-007849,0000094344,0001517137,9.9,stake,True,row13
0000921895-13-002405,0000094344,0001569519,,unknown,False,rejected_below_13d_threshold
0001104659-18-023046,0000094344,0001352851,5.57,stake,True,row13
0001140361-16-083687,0000094344,0000938206,5.04,stake,True,row13
0001504304-15-000017,0000094344,0001504304,5.01,stake,True,row13
0001213900-25-090272,0000095029,0002086731,7.735,stake,True,llm
0001193125-08-116416,0000095574,0001434185,20.8,stake,True,row13
0000921895-25-001719,0000095953,0002036142,5.5,stake,True,llm
0001104659-20-029770,0000095953,0001805301,8.0,stake,True,row13
0001571049-16-018312,0000095953,0001414517,13.7,stake,True,row13
0001345471-18-000039,0000096021,0001345471,8.17,stake,True,row13
0001027612-96-000003,0000096536,0000937708,,unknown,False,
0001029574-04-000003,0000096536,0001003080,10.676,stake,True,row13
0000891554-00-000460,0000096664,0001106986,21.86,stake,True,row13
0001079973-26-000817,0000096664,0002128638,8.59,stake,True,prose
0001144204-04-009444,0000096664,0001132874,9.9,stake,True,row13
0001144204-07-024239,0000096664,0001399064,7.92,stake,True,row13
0001144204-07-024244,0000096664,0001399063,17.99,stake,True,row13
0001144204-07-024246,0000096664,0001399066,11.88,stake,True,row13
0001144204-07-035232,0000096664,0001288865,58.8,control,True,row13
0001140361-16-078450,0000096869,0001111794,13.5,stake,True,row13
0000807249-26-000024,0000097134,0000807249,5.0,stake,True,aggregate_prose
0000902664-17-004554,0000097134,0001724316,,unknown,False,rejected_below_13d_threshold
0000921895-18-003147,0000098222,0001444376,7.1,stake,True,row13
0001140361-16-077989,0000098222,0001105838,6.9,stake,True,row13
0001140361-21-008284,0000098222,0001527269,7.1,stake,True,row13
0000807249-08-000187,0000098677,0000807249,5.47,stake,True,aggregate_prose
0000947871-17-000881,0000099302,0001044005,5.7,stake,True,row13
0000921895-06-000052,0000099614,0001286207,,unknown,False,rejected_below_13d_threshold
0001048703-06-000232,0000099614,0001048703,,unknown,False,rejected_below_13d_threshold
0001418812-16-000161,0000099780,0001418812,22.4,stake,True,row13
0000807249-11-000280,0000100378,0000807249,15.23,stake,True,aggregate_prose
0000947871-16-000988,0000100378,0001044005,5.2,stake,True,row13
0000947871-20-000553,0000100378,0001794034,6.7,stake,True,row13
0000950123-07-012500,0000100378,0001388315,5.1,stake,True,prose
0001999371-24-002120,0000100493,0001088710,99.99,control,True,row13
0000902664-20-002878,0000100726,0001817187,7.7,stake,True,row13
0000914121-20-000632,0000100726,0001317679,8.76,stake,True,row13
0001418812-18-000047,0000100726,0001418812,,unknown,False,
0001437749-12-010434,0000100726,0000905874,8.27,stake,True,row13
0000950130-95-001671,0000100826,0000860520,6.8,stake,True,row13
0000807249-09-000299,0000101295,0000807249,5.19,stake,True,aggregate_prose
0001144204-15-001530,0000101295,0001628229,12.1,stake,True,llm
0001193125-24-125347,0000101382,0001229109,8.4,stake,True,row13
0000950129-02-002572,0000101538,0001173223,14.87,stake,True,row13
0001193125-19-121538,0000101538,0001386726,11.9,stake,True,row13
0001346911-06-000001,0000101538,0001094642,7.89,stake,True,row13
0001213900-19-004897,0000101594,0001704591,43.2,stake,True,row13
0001493152-22-000977,0000101594,0001903570,26.6,stake,True,row13
0001493152-22-001504,0000101594,0001903548,27.6,stake,True,row13
0001493152-22-002759,0000101594,0001377295,26.5,stake,True,row13
0001493152-22-021196,0000101594,0001941038,79.86,control,True,llm
0001493152-22-030385,0000101594,0001903594,8.13,stake,True,row13
0001193805-23-000935,0000101984,0001970265,8.7,stake,True,row13
0001539497-25-001074,0000101984,0002037231,8.2,stake,True,prose
0000733553-97-000220,0000102109,0000733553,5.04,stake,True,row13
0000897484-99-000010,0000102109,0000897484,13.99,stake,True,aggregate_prose
0000921895-24-003013,0000102109,0001734770,9.9,stake,True,llm
0000921895-25-001941,0000102109,0001704898,8.8,stake,True,llm
0000921895-25-001971,0000102109,0001399887,9.8,stake,True,llm
0001014100-98-000105,0000102109,0000102109,33.0,stake,True,row13
0001104659-21-020467,0000102109,0001844916,6.2,stake,True,row13
0001213900-20-017618,0000102109,0001817604,9.9,stake,True,llm
0001214659-20-010342,0000102109,0000896493,9.9,stake,True,row13
0000896017-05-000028,0000102426,0000896017,5.13,stake,True,row13
0000922996-99-000024,0000102426,0001091477,14.72,stake,True,row13
0001104659-20-128947,0000102426,0001247999,46.14,stake,True,row13
0001193125-11-005831,0000102426,0000070858,85.7,control,True,row13
0001140361-24-017347,0000102752,0001026013,11.9,stake,True,row13
0000807249-09-000047,0000103595,0000807249,5.39,stake,True,aggregate_prose
0001398344-16-008914,0000103595,0001563750,7.12,stake,True,row13
